Date,AQI
2022-03-30 00:00:00+00:00,118
2022-03-31 00:00:00+00:00,109
2022-04-01 00:00:00+00:00,115
2022-04-02 00:00:00+00:00,143
2022-04-03 00:00:00+00:00,144
2022-04-04 00:00:00+00:00,109
2022-04-05 00:00:00+00:00,103
2022-04-06 00:00:00+00:00,101
2022-04-07 00:00:00+00:00,80
2022-04-08 00:00:00+00:00,80
2022-04-09 00:00:00+00:00,92
2022-04-10 00:00:00+00:00,102
2022-04-11 00:00:00+00:00,94
2022-04-12 00:00:00+00:00,93
2022-04-13 00:00:00+00:00,101
2022-04-14 00:00:00+00:00,112
2022-04-15 00:00:00+00:00,91
2022-04-16 00:00:00+00:00,110
2022-04-17 00:00:00+00:00,92
2022-04-18 00:00:00+00:00,93
2022-04-19 00:00:00+00:00,83
2022-04-20 00:00:00+00:00,80
2022-04-21 00:00:00+00:00,98
2022-04-22 00:00:00+00:00,102
2022-04-23 00:00:00+00:00,100
2022-04-24 00:00:00+00:00,83
2022-04-25 00:00:00+00:00,78
2022-04-26 00:00:00+00:00,70
2022-04-27 00:00:00+00:00,70
2022-04-28 00:00:00+00:00,84
2022-04-29 00:00:00+00:00,84
2022-04-30 00:00:00+00:00,95
2022-05-01 00:00:00+00:00,88
2022-05-02 00:00:00+00:00,81
2022-05-03 00:00:00+00:00,90
2022-05-04 00:00:00+00:00,98
2022-05-05 00:00:00+00:00,97
2022-05-06 00:00:00+00:00,98
2022-05-07 00:00:00+00:00,115
2022-05-08 00:00:00+00:00,125
2022-05-09 00:00:00+00:00,100
2022-05-10 00:00:00+00:00,83
2022-05-11 00:00:00+00:00,82
2022-05-12 00:00:00+00:00,83
2022-05-13 00:00:00+00:00,108
2022-05-14 00:00:00+00:00,112
2022-05-15 00:00:00+00:00,103
2022-05-16 00:00:00+00:00,94
2022-05-17 00:00:00+00:00,120
2022-05-18 00:00:00+00:00,155
2022-05-19 00:00:00+00:00,152
2022-05-20 00:00:00+00:00,128
2022-05-21 00:00:00+00:00,128
2022-05-22 00:00:00+00:00,141
2022-05-23 00:00:00+00:00,95
2022-05-24 00:00:00+00:00,99
2022-05-25 00:00:00+00:00,115
2022-05-26 00:00:00+00:00,97
2022-05-27 00:00:00+00:00,91
2022-05-28 00:00:00+00:00,78
2022-05-29 00:00:00+00:00,82
2022-05-30 00:00:00+00:00,95
2022-05-31 00:00:00+00:00,87
2022-06-01 00:00:00+00:00,71
2022-06-01 00:00:00+00:00,71
2022-06-03 00:00:00+00:00,77
2022-06-04 00:00:00+00:00,84
2022-06-05 00:00:00+00:00,74
2022-06-06 00:00:00+00:00,75
2022-06-07 00:00:00+00:00,76
2022-06-08 00:00:00+00:00,72
2022-06-09 00:00:00+00:00,66
2022-06-10 00:00:00+00:00,62
2022-06-11 00:00:00+00:00,74
2022-06-12 00:00:00+00:00,75
2022-06-13 00:00:00+00:00,67
2022-06-14 00:00:00+00:00,52
2022-06-15 00:00:00+00:00,67
2022-06-16 00:00:00+00:00,43
2022-06-17 00:00:00+00:00,70
2022-06-18 00:00:00+00:00,61
2022-06-19 00:00:00+00:00,59
2022-06-20 00:00:00+00:00,62
2022-06-21 00:00:00+00:00,65
2022-06-22 00:00:00+00:00,86
2022-06-23 00:00:00+00:00,109
2022-06-24 00:00:00+00:00,92
2022-06-25 00:00:00+00:00,89
2022-06-26 00:00:00+00:00,98
2022-06-27 00:00:00+00:00,116
2022-06-28 00:00:00+00:00,51
2022-06-29 00:00:00+00:00,48
2022-06-30 00:00:00+00:00,55
2022-07-01 00:00:00+00:00,60
2022-07-02 00:00:00+00:00,46
2022-07-03 00:00:00+00:00,53
2022-07-04 00:00:00+00:00,52
2022-07-05 00:00:00+00:00,48
2022-07-06 00:00:00+00:00,47
2022-07-07 00:00:00+00:00,25
2022-07-08 00:00:00+00:00,35
2022-07-09 00:00:00+00:00,28
2022-07-10 00:00:00+00:00,29
2022-07-11 00:00:00+00:00,37
2022-07-12 00:00:00+00:00,23
2022-07-13 00:00:00+00:00,30
2022-07-14 00:00:00+00:00,37
2022-07-15 00:00:00+00:00,36
2022-07-16 00:00:00+00:00,30
2022-07-17 00:00:00+00:00,25
2022-07-18 00:00:00+00:00,36
2022-07-19 00:00:00+00:00,53
2022-07-20 00:00:00+00:00,38
2022-07-21 00:00:00+00:00,31
2022-07-22 00:00:00+00:00,33
2022-07-23 00:00:00+00:00,41
2022-07-24 00:00:00+00:00,37
2022-07-25 00:00:00+00:00,32
2022-07-26 00:00:00+00:00,36
2022-07-27 00:00:00+00:00,30
2022-07-28 00:00:00+00:00,33
2022-07-29 00:00:00+00:00,36
2022-07-30 00:00:00+00:00,42
2022-07-31 00:00:00+00:00,56
2022-08-01 00:00:00+00:00,47
2022-08-02 00:00:00+00:00,49
2022-08-03 00:00:00+00:00,53
2022-08-04 00:00:00+00:00,55
2022-08-05 00:00:00+00:00,40
2022-08-06 00:00:00+00:00,37
2022-08-07 00:00:00+00:00,52
2022-08-08 00:00:00+00:00,50
2022-08-09 00:00:00+00:00,46
2022-08-10 00:00:00+00:00,40
2022-08-11 00:00:00+00:00,25
2022-08-12 00:00:00+00:00,20
2022-08-13 00:00:00+00:00,24
2022-08-14 00:00:00+00:00,27
2022-08-15 00:00:00+00:00,33
2022-08-16 00:00:00+00:00,29
2022-08-17 00:00:00+00:00,27
2022-08-18 00:00:00+00:00,27
2022-08-19 00:00:00+00:00,35
2022-08-20 00:00:00+00:00,28
2022-08-21 00:00:00+00:00,38
2022-08-22 00:00:00+00:00,55
2022-08-23 00:00:00+00:00,41
2022-08-24 00:00:00+00:00,19
2022-08-25 00:00:00+00:00,40
2022-08-26 00:00:00+00:00,56
2022-08-27 00:00:00+00:00,50
2022-08-28 00:00:00+00:00,69
2022-08-29 00:00:00+00:00,70
2022-08-30 00:00:00+00:00,64
2022-08-31 00:00:00+00:00,76
2022-09-01 00:00:00+00:00,66
2022-09-02 00:00:00+00:00,49
2022-09-03 00:00:00+00:00,71
2022-09-04 00:00:00+00:00,63
2022-09-05 00:00:00+00:00,55
2022-09-06 00:00:00+00:00,44
2022-09-07 00:00:00+00:00,54
2022-09-08 00:00:00+00:00,76
2022-09-09 00:00:00+00:00,70
2022-09-10 00:00:00+00:00,59
2022-09-11 00:00:00+00:00,33
2022-09-12 00:00:00+00:00,28
2022-09-13 00:00:00+00:00,31
2022-09-14 00:00:00+00:00,33
2022-09-15 00:00:00+00:00,31
2022-09-16 00:00:00+00:00,32
2022-09-17 00:00:00+00:00,48
2022-09-18 00:00:00+00:00,58
2022-09-19 00:00:00+00:00,56
2022-09-20 00:00:00+00:00,70
2022-09-21 00:00:00+00:00,61
2022-09-22 00:00:00+00:00,61
2022-09-23 00:00:00+00:00,49
2022-09-24 00:00:00+00:00,56
2022-09-25 00:00:00+00:00,54
2022-09-26 00:00:00+00:00,49
2022-09-27 00:00:00+00:00,59
2022-09-28 00:00:00+00:00,53
2022-09-29 00:00:00+00:00,58
2022-09-30 00:00:00+00:00,57
2022-10-01 00:00:00+00:00,49
2022-10-02 00:00:00+00:00,57
2022-10-03 00:00:00+00:00,55
2022-10-04 00:00:00+00:00,60
2022-10-05 00:00:00+00:00,52
2022-10-06 00:00:00+00:00,55
2022-10-07 00:00:00+00:00,90
2022-10-08 00:00:00+00:00,59
2022-10-09 00:00:00+00:00,60
2022-10-10 00:00:00+00:00,61
2022-10-11 00:00:00+00:00,71
2022-10-12 00:00:00+00:00,79
2022-10-13 00:00:00+00:00,101
2022-10-14 00:00:00+00:00,81
2022-10-15 00:00:00+00:00,84
2022-10-16 00:00:00+00:00,87
2022-10-17 00:00:00+00:00,91
2022-10-18 00:00:00+00:00,88
2022-10-19 00:00:00+00:00,106
2022-10-20 00:00:00+00:00,98
2022-10-21 00:00:00+00:00,95
2022-10-22 00:00:00+00:00,83
2022-10-23 00:00:00+00:00,84
2022-10-24 00:00:00+00:00,101
2022-10-25 00:00:00+00:00,164
2022-10-26 00:00:00+00:00,158
2022-10-27 00:00:00+00:00,96
2022-10-28 00:00:00+00:00,120
2022-10-29 00:00:00+00:00,107
2022-10-30 00:00:00+00:00,100
2022-10-31 00:00:00+00:00,89
2022-11-01 00:00:00+00:00,105
2022-11-02 00:00:00+00:00,132
2022-11-03 00:00:00+00:00,149
2022-11-04 00:00:00+00:00,114
2022-11-05 00:00:00+00:00,112
2022-11-06 00:00:00+00:00,108
2022-11-07 00:00:00+00:00,102
2022-11-08 00:00:00+00:00,129
2022-11-09 00:00:00+00:00,139
2022-11-10 00:00:00+00:00,171
2022-11-11 00:00:00+00:00,104
2022-11-12 00:00:00+00:00,111
2022-11-13 00:00:00+00:00,88
2022-11-14 00:00:00+00:00,101
2022-11-15 00:00:00+00:00,88
2022-11-16 00:00:00+00:00,91
2022-11-17 00:00:00+00:00,71
2022-11-18 00:00:00+00:00,70
2022-11-19 00:00:00+00:00,58
2022-11-20 00:00:00+00:00,69
2022-11-21 00:00:00+00:00,67
2022-11-22 00:00:00+00:00,85
2022-11-23 00:00:00+00:00,103
2022-11-24 00:00:00+00:00,85
2022-11-25 00:00:00+00:00,77
2022-11-26 00:00:00+00:00,65
2022-11-27 00:00:00+00:00,76
2022-11-28 00:00:00+00:00,78
2022-11-29 00:00:00+00:00,82
2022-11-30 00:00:00+00:00,75
2022-12-01 00:00:00+00:00,73
2022-12-02 00:00:00+00:00,78
2022-12-03 00:00:00+00:00,80
2022-12-04 00:00:00+00:00,86
2022-12-05 00:00:00+00:00,89
2022-12-06 00:00:00+00:00,102
2022-12-07 00:00:00+00:00,100
2022-12-08 00:00:00+00:00,85
2022-12-09 00:00:00+00:00,64
2022-12-10 00:00:00+00:00,63
2022-12-11 00:00:00+00:00,70
2022-12-12 00:00:00+00:00,80
2022-12-13 00:00:00+00:00,89
2022-12-14 00:00:00+00:00,70
2022-12-15 00:00:00+00:00,60
2022-12-16 00:00:00+00:00,72
2022-12-17 00:00:00+00:00,80
2022-12-18 00:00:00+00:00,82
2022-12-19 00:00:00+00:00,81
2022-12-20 00:00:00+00:00,90
2022-12-21 00:00:00+00:00,87
2022-12-22 00:00:00+00:00,88
2022-12-23 00:00:00+00:00,79
2022-12-24 00:00:00+00:00,77
2022-12-25 00:00:00+00:00,105
2022-12-26 00:00:00+00:00,111
2022-12-27 00:00:00+00:00,98
2022-12-28 00:00:00+00:00,96
2022-12-29 00:00:00+00:00,95
2022-12-30 00:00:00+00:00,87
2022-12-31 00:00:00+00:00,80
2023-01-01 00:00:00+00:00,87
2023-01-02 00:00:00+00:00,89
2023-01-03 00:00:00+00:00,104
2023-01-04 00:00:00+00:00,100
2023-01-05 00:00:00+00:00,81
2023-01-06 00:00:00+00:00,92
2023-01-07 00:00:00+00:00,83
2023-01-08 00:00:00+00:00,82
2023-01-09 00:00:00+00:00,85
2023-01-10 00:00:00+00:00,106
2023-01-11 00:00:00+00:00,117
2023-01-12 00:00:00+00:00,114
2023-01-13 00:00:00+00:00,90
2023-01-14 00:00:00+00:00,168
2023-01-15 00:00:00+00:00,92
2023-01-16 00:00:00+00:00,83
2023-01-17 00:00:00+00:00,103
2023-01-18 00:00:00+00:00,105
2023-01-19 00:00:00+00:00,95
2023-01-20 00:00:00+00:00,99
2023-01-21 00:00:00+00:00,116
2023-01-22 00:00:00+00:00,106
2023-01-23 00:00:00+00:00,88
2023-01-24 00:00:00+00:00,106
2023-01-25 00:00:00+00:00,150
2023-01-26 00:00:00+00:00,107
2023-01-27 00:00:00+00:00,100
2023-01-28 00:00:00+00:00,114
2023-01-29 00:00:00+00:00,105
2023-01-30 00:00:00+00:00,115
2023-01-31 00:00:00+00:00,91
2023-02-01 00:00:00+00:00,91
2023-02-02 00:00:00+00:00,82
2023-02-03 00:00:00+00:00,80
2023-02-04 00:00:00+00:00,87
2023-02-05 00:00:00+00:00,108
2023-02-06 00:00:00+00:00,100
2023-02-07 00:00:00+00:00,116
2023-02-08 00:00:00+00:00,108
2023-02-09 00:00:00+00:00,119
2023-02-10 00:00:00+00:00,127
2023-02-11 00:00:00+00:00,163
2023-02-12 00:00:00+00:00,87
2023-02-13 00:00:00+00:00,116
2023-02-14 00:00:00+00:00,104
2023-02-15 00:00:00+00:00,129
2023-02-16 00:00:00+00:00,134
2023-02-17 00:00:00+00:00,115
2023-02-18 00:00:00+00:00,116
2023-02-19 00:00:00+00:00,122
2023-02-20 00:00:00+00:00,137
2023-02-21 00:00:00+00:00,142
2023-02-22 00:00:00+00:00,123
2023-02-23 00:00:00+00:00,136
2023-02-24 00:00:00+00:00,112
2023-02-25 00:00:00+00:00,115
2023-02-26 00:00:00+00:00,108
2023-02-27 00:00:00+00:00,102
2023-02-28 00:00:00+00:00,108
2023-03-01 00:00:00+00:00,101
2023-03-02 00:00:00+00:00,115
2023-03-03 00:00:00+00:00,98
2023-03-04 00:00:00+00:00,114
2023-03-05 00:00:00+00:00,108
2023-03-06 00:00:00+00:00,95
2023-03-07 00:00:00+00:00,107
2023-03-08 00:00:00+00:00,62
2023-03-09 00:00:00+00:00,55
2023-03-10 00:00:00+00:00,63
2023-03-11 00:00:00+00:00,65
2023-03-12 00:00:00+00:00,68
2023-03-13 00:00:00+00:00,81
2023-03-14 00:00:00+00:00,85
2023-03-15 00:00:00+00:00,79
2023-03-16 00:00:00+00:00,88
2023-03-17 00:00:00+00:00,60
2023-03-18 00:00:00+00:00,89
2023-03-19 00:00:00+00:00,58
2023-03-20 00:00:00+00:00,31
2023-03-21 00:00:00+00:00,32
2023-03-22 00:00:00+00:00,49
2023-03-23 00:00:00+00:00,42
2023-03-24 00:00:00+00:00,38
2023-03-25 00:00:00+00:00,40
2023-03-26 00:00:00+00:00,42
2023-03-27 00:00:00+00:00,55
2023-03-28 00:00:00+00:00,80
2023-03-29 00:00:00+00:00,61
2023-03-30 00:00:00+00:00,70
2023-03-31 00:00:00+00:00,60
2023-04-01 00:00:00+00:00,39
2023-04-02 00:00:00+00:00,52
2023-04-03 00:00:00+00:00,55
2023-04-04 00:00:00+00:00,72
2023-04-05 00:00:00+00:00,71
2023-04-06 00:00:00+00:00,83
2023-04-07 00:00:00+00:00,83
2023-04-08 00:00:00+00:00,82
2023-04-09 00:00:00+00:00,104
2023-04-10 00:00:00+00:00,93
2023-04-11 00:00:00+00:00,96
2023-04-12 00:00:00+00:00,92
2023-04-13 00:00:00+00:00,64
2023-04-14 00:00:00+00:00,78
2023-04-15 00:00:00+00:00,76
2023-04-16 00:00:00+00:00,76
2023-04-17 00:00:00+00:00,80
2023-04-18 00:00:00+00:00,81
2023-04-19 00:00:00+00:00,84
2023-04-20 00:00:00+00:00,113
2023-04-21 00:00:00+00:00,51
2023-04-22 00:00:00+00:00,68
2023-04-23 00:00:00+00:00,60
2023-04-24 00:00:00+00:00,55
2023-04-25 00:00:00+00:00,59
2023-04-26 00:00:00+00:00,75
2023-04-27 00:00:00+00:00,96
2023-04-28 00:00:00+00:00,65
2023-04-29 00:00:00+00:00,64
2023-04-30 00:00:00+00:00,52
2023-05-01 00:00:00+00:00,39
2023-05-02 00:00:00+00:00,48
2023-05-03 00:00:00+00:00,36
2023-05-04 00:00:00+00:00,43
2023-05-05 00:00:00+00:00,49
2023-05-06 00:00:00+00:00,65
2023-05-07 00:00:00+00:00,53
2023-05-08 00:00:00+00:00,69
2023-05-09 00:00:00+00:00,65
2023-05-10 00:00:00+00:00,82
2023-05-11 00:00:00+00:00,80
2023-05-12 00:00:00+00:00,72
2023-05-13 00:00:00+00:00,67
2023-05-14 00:00:00+00:00,61
2023-05-15 00:00:00+00:00,49
2023-05-16 00:00:00+00:00,50
2023-05-17 00:00:00+00:00,55
2023-05-18 00:00:00+00:00,37
2023-05-19 00:00:00+00:00,40
2023-05-20 00:00:00+00:00,58
2023-05-21 00:00:00+00:00,45
2023-05-22 00:00:00+00:00,41
2023-05-23 00:00:00+00:00,34
2023-05-24 00:00:00+00:00,38
2023-05-25 00:00:00+00:00,60
2023-05-26 00:00:00+00:00,65
2023-05-27 00:00:00+00:00,59
2023-05-28 00:00:00+00:00,51
2023-05-29 00:00:00+00:00,41
2023-05-30 00:00:00+00:00,47
2023-05-31 00:00:00+00:00,54
2023-06-01 00:00:00+00:00,80
2023-06-02 00:00:00+00:00,57
2023-06-03 00:00:00+00:00,41
2023-06-04 00:00:00+00:00,64
2023-06-05 00:00:00+00:00,49
2023-06-06 00:00:00+00:00,71
2023-06-07 00:00:00+00:00,82
2023-06-08 00:00:00+00:00,70
2023-06-09 00:00:00+00:00,58
2023-06-10 00:00:00+00:00,52
2023-06-11 00:00:00+00:00,47
2023-06-12 00:00:00+00:00,56
2023-06-13 00:00:00+00:00,59
2023-06-14 00:00:00+00:00,62
2023-06-15 00:00:00+00:00,59
2023-06-16 00:00:00+00:00,50
2023-06-17 00:00:00+00:00,47
2023-06-18 00:00:00+00:00,60
2023-06-19 00:00:00+00:00,68
2023-06-20 00:00:00+00:00,74
2023-06-21 00:00:00+00:00,70
2023-06-22 00:00:00+00:00,66
2023-06-23 00:00:00+00:00,58
2023-06-24 00:00:00+00:00,47
2023-06-25 00:00:00+00:00,47
2023-06-26 00:00:00+00:00,50
2023-06-27 00:00:00+00:00,36
2023-06-28 00:00:00+00:00,90
2023-06-29 00:00:00+00:00,46
2023-06-30 00:00:00+00:00,52
2023-07-01 00:00:00+00:00,76
2023-07-02 00:00:00+00:00,130
2023-07-03 00:00:00+00:00,45
2023-07-04 00:00:00+00:00,49
2023-07-05 00:00:00+00:00,56
2023-07-06 00:00:00+00:00,55
2023-07-07 00:00:00+00:00,53
2023-07-08 00:00:00+00:00,51
2023-07-09 00:00:00+00:00,44
2023-07-10 00:00:00+00:00,40
2023-07-11 00:00:00+00:00,50
2023-07-12 00:00:00+00:00,68
2023-07-13 00:00:00+00:00,68
2023-07-14 00:00:00+00:00,87
2023-07-15 00:00:00+00:00,77
2023-07-16 00:00:00+00:00,70
2023-07-17 00:00:00+00:00,67
2023-07-18 00:00:00+00:00,77
2023-07-19 00:00:00+00:00,66
2023-07-20 00:00:00+00:00,56
2023-07-21 00:00:00+00:00,46
2023-07-22 00:00:00+00:00,65
2023-07-23 00:00:00+00:00,66
2023-07-24 00:00:00+00:00,54
2023-07-25 00:00:00+00:00,76
2023-07-26 00:00:00+00:00,65
2023-07-27 00:00:00+00:00,57
2023-07-28 00:00:00+00:00,68
2023-07-29 00:00:00+00:00,45
2023-07-30 00:00:00+00:00,51
2023-07-31 00:00:00+00:00,43
2023-08-01 00:00:00+00:00,46
2023-08-02 00:00:00+00:00,33
2023-08-03 00:00:00+00:00,48
2023-08-04 00:00:00+00:00,60
2023-08-05 00:00:00+00:00,67
2023-08-06 00:00:00+00:00,65
2023-08-07 00:00:00+00:00,59
2023-08-08 00:00:00+00:00,61
2023-08-09 00:00:00+00:00,64
2023-08-10 00:00:00+00:00,67
2023-08-11 00:00:00+00:00,64
2023-08-12 00:00:00+00:00,66
2023-08-12 00:00:00+00:00,66
2023-08-12 00:00:00+00:00,66
2023-08-15 00:00:00+00:00,65
2023-08-16 00:00:00+00:00,70
2023-08-17 00:00:00+00:00,84
2023-08-18 00:00:00+00:00,93
2023-08-19 00:00:00+00:00,96
2023-08-20 00:00:00+00:00,50
2023-08-21 00:00:00+00:00,34
2023-08-22 00:00:00+00:00,42
2023-08-23 00:00:00+00:00,58
2023-08-24 00:00:00+00:00,46
2023-08-25 00:00:00+00:00,49
2023-08-26 00:00:00+00:00,49
2023-08-27 00:00:00+00:00,61
2023-08-28 00:00:00+00:00,72
2023-08-29 00:00:00+00:00,63
2023-08-30 00:00:00+00:00,58
2023-08-31 00:00:00+00:00,63
2023-09-01 00:00:00+00:00,69
2023-09-02 00:00:00+00:00,76
2023-09-03 00:00:00+00:00,78
2023-09-04 00:00:00+00:00,76
2023-09-05 00:00:00+00:00,76
2023-09-06 00:00:00+00:00,73
2023-09-07 00:00:00+00:00,72
2023-09-08 00:00:00+00:00,30
2023-09-09 00:00:00+00:00,33
2023-09-10 00:00:00+00:00,51
2023-09-11 00:00:00+00:00,49
2023-09-12 00:00:00+00:00,50
2023-09-13 00:00:00+00:00,40
